"Marital_status","Application_mode","Application_order","Course","Daytime_evening_attendance","Previous_qualification","Previous_qualification_grade","Nacionality","Mother_s_qualification","Father_s_qualification","Mother_s_occupation","Father_s_occupation","Admission_grade","Displaced","Educational_special_needs","Debtor","Tuition_fees_up_to_date","Gender","Scholarship_holder","Age_at_enrollment","International","Curricular_units_1st_sem_credited","Curricular_units_1st_sem_enrolled","Curricular_units_1st_sem_evaluations","Curricular_units_1st_sem_approved","Curricular_units_1st_sem_grade","Curricular_units_1st_sem_without_evaluations","Curricular_units_2nd_sem_credited","Curricular_units_2nd_sem_enrolled","Curricular_units_2nd_sem_evaluations","Curricular_units_2nd_sem_approved","Curricular_units_2nd_sem_grade","Curricular_units_2nd_sem_without_evaluations","Unemployment_rate","Inflation_rate","GDP","Target"
"Single","1st phase - general contingent",5,"Tourism","daytime","Secondary education",128,"Portuguese",19,1,"Skilled Workers in Industry, Construction and Craftsmen","Armed Forces Professions",116.5,1,0,0,1,0,1,18,0,"0","6","7","6",13.4285714285714,"0","0","6","6","6",12.6666666666667,"0",8.9,1.4,3.51,"Graduate"
"Single","2nd phase - general contingent",5,"Communication Design","daytime","Secondary education",133,"Portuguese",4,1,"Administrative staff","Administrative staff",132,1,1,0,1,0,1,17,0,"0","6","6","6",13,"0","0","6","6","6",12.5,"0",15.5,2.8,-4.06,"Graduate"
"Single","3rd phase - general contingent",4,"Basic Education","daytime","Secondary education",123,"Portuguese",19,38,"Administrative staff","Armed Forces Professions",123.7,1,0,0,1,0,0,19,0,"0","6","8","5",12.6666666666667,"0","0","6","8","5",11,"0",15.5,2.8,-4.06,"Enrolled"
"Single","2nd phase - general contingent",6,"Management","daytime","Secondary education",118,"Portuguese",37,1,"Unskilled Workers","Skilled Workers in Industry, Construction and Craftsmen",117,1,0,0,0,1,0,23,0,"0","5","9","3",10,"1","0","5","9","3",12.3333333333333,"0",9.4,-0.8,-3.12,"Dropout"
"Single","1st phase - general contingent",1,"Advertising and Marketing Management","daytime","Secondary education",113,"Portuguese",1,37,"Representatives of the Legislative Power and Executive Bodies, Directors, Directors and Executive Managers","Armed Forces Professions",116.5,1,0,0,1,0,0,19,0,"0","6","7","6",12.8333333333333,"0","0","6","10","6",11.7777777777778,"0",8.9,1.4,3.51,"Graduate"
"Single","1st phase - general contingent",1,"Nursing","daytime","Secondary education",135,"Portuguese",19,3,"Unskilled Workers","Administrative staff",121.5,1,0,0,1,0,0,18,0,"0","7","7","6",12.9166666666667,"0","0","7","7","6",12.9166666666667,"0",7.6,2.6,0.32,"Graduate"
"Single","1st phase - general contingent",1,"Advertising and Marketing Management","daytime","Secondary education",133.1,"Portuguese",38,38,"Personal Services, Security and Safety Workers and Sellers","Unskilled Workers",105,1,0,0,1,0,0,20,0,"0","6","9","6",13.2857142857143,"0","0","6","8","5",13.8,"0",15.5,2.8,-4.06,"Graduate"
"Single","1st phase - general contingent",3,"Veterinary Nursing","daytime","Secondary education",130,"Portuguese",1,19,"Unskilled Workers","Unskilled Workers",121.3,1,0,0,1,0,1,19,0,"0","5","6","5",14.6,"0","0","5","5","5",13.8,"0",10.8,1.4,1.74,"Graduate"
"Single","1st phase - general contingent",1,"Social Service","daytime","Secondary education",135,"Portuguese",19,38,"Intermediate Level Technicians and Professions","Unskilled Workers",136.1,1,0,0,1,0,1,18,0,"0","6","6","6",14,"0","0","6","6","6",13.6666666666667,"0",12.4,0.5,1.79,"Graduate"
"Single","2nd phase - general contingent",2,"Social Service","daytime","Secondary education",133,"Portuguese",37,37,"Unskilled Workers","Administrative staff",123.6,0,0,0,1,0,1,19,0,"0","6","7","6",14.1428571428571,"0","0","6","6","6",15,"0",13.9,-0.3,0.79,"Graduate"
"Single","1st phase - general contingent",4,"Social Service","daytime","Secondary education",123,"Portuguese",38,1,"Administrative staff","Armed Forces Professions",129,1,0,0,1,0,0,19,0,"0","6","8","6",11.6666666666667,"0","0","6","6","6",12.3333333333333,"0",10.8,1.4,1.74,"Graduate"
"Single","2nd phase - general contingent",1,"Nursing","daytime","Secondary education",145,"Portuguese",19,37,"Administrative staff","Installation and Machine Operators and Assembly Workers",136.8,1,0,0,1,0,0,18,0,"0","8","9","8",14.3775,"1","0","8","9","8",14.3775,"1",9.4,-0.8,-3.12,"Graduate"
"Single","2nd phase - general contingent",2,"Nursing","daytime","Secondary education",146,"Portuguese",3,3,"Intermediate Level Technicians and Professions","Farmers and Skilled Workers in Agriculture, Fisheries and Forestry",133.4,1,0,0,1,0,0,18,0,"0","7","8","7",12.5,"0","0","8","9","7",13.0428571428571,"0",13.9,-0.3,0.79,"Graduate"
"Single","1st phase - general contingent",5,"Nursing","daytime","Secondary education",144,"Portuguese",38,38,"Skilled Workers in Industry, Construction and Craftsmen","Skilled Workers in Industry, Construction and Craftsmen",136,1,0,0,1,0,1,19,0,"0","7","7","6",14.15,"0","0","7","7","6",14.15,"0",7.6,2.6,0.32,"Graduate"
"Single","1st phase - general contingent",1,"Nursing","daytime","Secondary education",131,"Portuguese",4,4,"Specialists in Intellectual and Scientific Activities","Representatives of the Legislative Power and Executive Bodies, Directors, Directors and Executive Managers",120.5,0,0,0,1,0,0,19,0,"0","7","7","6",14.15,"0","0","7","7","6",14.15,"0",7.6,2.6,0.32,"Graduate"
"Single","1st phase - general contingent",3,"Journalism and Communication","daytime","Secondary education",138,"Portuguese",3,1,"Specialists in Intellectual and Scientific Activities","Intermediate Level Technicians and Professions",135.9,1,0,0,1,0,0,18,0,"0","6","7","6",14.8571428571429,"0","0","6","6","6",14.6666666666667,"0",13.9,-0.3,0.79,"Graduate"
"Single","1st phase - general contingent",1,"Journalism and Communication","daytime","Secondary education",127,"Portuguese",19,37,"Unskilled Workers","Unskilled Workers",116.5,0,0,0,1,0,1,19,0,"0","6","7","6",14.2857142857143,"0","0","6","6","6",13.1666666666667,"0",11.1,0.6,2.02,"Graduate"
"Single","1st phase - general contingent",4,"Journalism and Communication","daytime","Secondary education",124,"Portuguese",19,37,"(blank)","Other Situation",124,0,0,0,0,0,0,18,0,"0","4","4","0",0,"0","0","4","4","0",0,"0",12.7,3.7,-1.7,"Dropout"
"Single","Holders of other higher courses",1,"Social Service (evening attendance)","evening","Higher education - degree",140,"Portuguese",1,1,"Administrative staff","Administrative staff",140,0,0,0,1,0,0,30,0,"0","6","0","0",0,"0","0","6","0","0",0,"0",10.8,1.4,1.74,"Dropout"
"Single","1st phase - general contingent",3,"Nursing","daytime","Secondary education",129,"Portuguese",19,19,"Administrative staff","Installation and Machine Operators and Assembly Workers",127.3,1,0,0,1,0,1,20,0,"0","7","7","6",12.6333333333333,"0","0","7","7","6",12.6333333333333,"0",7.6,2.6,0.32,"Graduate"
"Single","Over 23 years old",1,"Advertising and Marketing Management","daytime","Basic education 3rd cycle (9th/10th/11th year) or equiv.",133.1,"Portuguese",1,1,"Administrative staff","Skilled Workers in Industry, Construction and Craftsmen",100,0,0,1,0,0,0,25,0,"0","5","5","5",11.2,"0","0","5","5","5",12.6,"0",9.4,-0.8,-3.12,"Dropout"
"Single","1st phase - general contingent",5,"Nursing","daytime","Secondary education",142,"Portuguese",38,37,"Personal Services, Security and Safety Workers and Sellers","Skilled Workers in Industry, Construction and Craftsmen",128.8,1,0,0,1,0,0,18,0,"0","7","7","6",14.2333333333333,"0","0","7","7","6",14.2333333333333,"0",7.6,2.6,0.32,"Graduate"
"Single","1st phase - general contingent",1,"Nursing","daytime","Secondary education",156,"Portuguese",5,4,"Specialists in Intellectual and Scientific Activities","Representatives of the Legislative Power and Executive Bodies, Directors, Directors and Executive Managers",140.8,0,0,0,1,0,0,18,0,"0","8","8","7",15.7,"0","0","8","8","7",15.7,"0",12.7,3.7,-1.7,"Graduate"
"Single","1st phase - general contingent",1,"Nursing","daytime","Secondary education",151,"Portuguese",37,37,"Unskilled Workers","Unskilled Workers",138,1,0,0,1,0,0,18,0,"0","7","7","6",15.2,"0","0","7","7","6",15.2,"0",7.6,2.6,0.32,"Graduate"
"Single","2nd phase - general contingent",1,"Basic Education","daytime","Secondary education",135,"Portuguese",3,3,"Specialists in Intellectual and Scientific Activities","Specialists in Intellectual and Scientific Activities",132.9,1,0,0,0,0,0,29,0,"0","6","9","6",16.3333333333333,"0","0","6","8","5",15.6,"0",12.7,3.7,-1.7,"Dropout"
"Single","Holders of other higher courses",1,"Nursing","daytime","Higher education - degree",140,"Portuguese",3,1,"Administrative staff","Administrative staff",140,0,0,0,1,0,0,26,0,"0","7","0","0",0,"0","0","8","0","0",0,"0",13.9,-0.3,0.79,"Dropout"
"Single","1st phase - general contingent",2,"Social Service","daytime","Secondary education",100,"Portuguese",38,1,"Skilled Workers in Industry, Construction and Craftsmen","Skilled Workers in Industry, Construction and Craftsmen",99.3,1,0,0,1,0,0,21,0,"0","6","8","5",12.4,"0","0","6","6","6",12,"0",12.4,0.5,1.79,"Graduate"
"Single","3rd phase - general contingent",1,"Nursing","daytime","Secondary education",126,"Portuguese",37,19,"Personal Services, Security and Safety Workers and Sellers","Personal Services, Security and Safety Workers and Sellers",119.3,0,0,0,1,0,1,19,0,"0","8","9","8",13.78125,"1","0","8","9","8",13.78125,"1",9.4,-0.8,-3.12,"Graduate"
"Single","2nd phase - general contingent",2,"Tourism","daytime","Secondary education",123,"Portuguese",19,19,"Personal Services, Security and Safety Workers and Sellers","Personal Services, Security and Safety Workers and Sellers",113.2,1,0,1,1,0,0,19,0,"0","6","10","6",12.1666666666667,"0","0","6","8","5",11.6666666666667,"0",16.2,0.3,-0.92,"Dropout"
"Single","2nd phase - general contingent",1,"Journalism and Communication","daytime","Secondary education",133.1,"Portuguese",38,38,"Unskilled Workers","Personal Services, Security and Safety Workers and Sellers",117,0,0,0,1,0,0,21,0,"0","6","8","5",11.8,"0","0","6","8","5",11.8333333333333,"0",15.5,2.8,-4.06,"Enrolled"
"Single","1st phase - general contingent",6,"Nursing","daytime","Secondary education",138,"Portuguese",37,37,"Unskilled Workers","Installation and Machine Operators and Assembly Workers",127.2,1,0,0,1,0,1,18,0,"0","7","8","7",13.26,"0","0","8","8","8",14.28625,"0",15.5,2.8,-4.06,"Graduate"
"Single","1st phase - general contingent",1,"Social Service","daytime","Secondary education",136,"Portuguese",19,38,"Unskilled Workers","Unskilled Workers",121.7,0,1,0,1,0,1,20,0,"0","6","9","6",11.875,"0","0","6","7","6",14.4285714285714,"0",16.2,0.3,-0.92,"Graduate"
"Single","1st phase - special contingent (Madeira Island)",1,"Communication Design","daytime","Secondary education",145,"Portuguese",1,1,"Intermediate Level Technicians and Professions","Intermediate Level Technicians and Professions",146.1,1,0,0,1,0,0,18,0,"0","6","6","1",15,"0","0","6","7","4",12.5,"0",9.4,-0.8,-3.12,"Enrolled"
"Single","1st phase - general contingent",1,"Journalism and Communication","daytime","Secondary education",140,"Portuguese",37,37,"Unskilled Workers","Unskilled Workers",142.5,1,0,0,1,0,0,18,0,"0","6","6","6",13.3333333333333,"0","0","6","9","5",13.2,"0",9.4,-0.8,-3.12,"Graduate"
"Single","Technological specialization diploma holders",1,"Veterinary Nursing","daytime","Technological specialization course",150,"Portuguese",3,3,"Specialists in Intellectual and Scientific Activities","Specialists in Intellectual and Scientific Activities",150,1,0,0,1,0,0,22,0,"1","6","7","6",14.4285714285714,"0","1","6","9","5",13,"0",13.9,-0.3,0.79,"Graduate"
"Single","Technological specialization diploma holders",3,"Veterinary Nursing","daytime","Technological specialization course",150,"Portuguese",1,19,"Administrative staff","Representatives of the Legislative Power and Executive Bodies, Directors, Directors and Executive Managers",150,1,0,0,1,0,0,19,0,"0","5","10","1",13,"1","0","5","8","3",15.3333333333333,"0",12.7,3.7,-1.7,"Enrolled"
"Single","2nd phase - general contingent",1,"Agronomy","daytime","Secondary education",131,"Portuguese",19,1,"Unskilled Workers","Specialists in Intellectual and Scientific Activities",134.5,1,0,0,1,0,1,19,0,"0","6","7","6",15,"0","0","6","8","6",14.3333333333333,"0",12.4,0.5,1.79,"Graduate"
"Single","1st phase - general contingent",2,"Oral Hygiene","daytime","Secondary education",136,"Portuguese",19,19,"Unskilled Workers","Unskilled Workers",129.5,1,0,0,1,0,0,18,0,"0","7","9","7",15.1555555555556,"0","0","8","8","8",16.8,"0",12.7,3.7,-1.7,"Graduate"
"Single","1st phase - general contingent",1,"Social Service","daytime","Secondary education",117,"Portuguese",38,38,"Workers in food processing, woodworking, clothing and other industries and crafts","Vehicle drivers and mobile equipment operators",113.2,1,0,1,1,0,0,20,0,"0","6","8","6",10.6666666666667,"0","0","6","7","6",11.8571428571429,"0",11.1,0.6,2.02,"Graduate"
"Single","2nd phase - general contingent",1,"Basic Education","daytime","Secondary education",158,"Portuguese",38,37,"Personal Services, Security and Safety Workers and Sellers","Personal Services, Security and Safety Workers and Sellers",140.2,1,0,0,1,0,0,18,0,"0","6","9","5",11,"0","0","6","9","4",11.25,"0",10.8,1.4,1.74,"Dropout"
"Single","2nd phase - general contingent",2,"Advertising and Marketing Management","daytime","Secondary education",129,"Portuguese",1,19,"Personal Services, Security and Safety Workers and Sellers","Personal Services, Security and Safety Workers and Sellers",119.2,1,0,0,1,0,0,21,0,"0","6","0","0",0,"0","0","6","0","0",0,"0",8.9,1.4,3.51,"Dropout"
"Single","1st phase - general contingent",1,"Social Service","daytime","Secondary education",140,"Portuguese",1,19,"Administrative staff","Administrative staff",140.7,0,0,0,1,0,0,19,0,"0","6","7","6",12.2857142857143,"0","0","6","7","6",12,"0",12.4,0.5,1.79,"Graduate"
"Single","1st phase - general contingent",5,"Nursing","daytime","Secondary education",141,"Portuguese",38,38,"Unskilled Workers","Unskilled Workers",142.3,1,0,0,1,0,0,18,0,"0","8","8","8",12.82875,"0","0","8","8","8",12.82875,"0",9.4,-0.8,-3.12,"Dropout"
"Single","1st phase - general contingent",4,"Journalism and Communication","daytime","Secondary education",132,"Italian",12,12,"Other Situation","Administrative staff",129.9,1,0,0,1,0,0,18,1,"0","6","6","6",12.6666666666667,"0","0","6","8","5",14.4,"0",7.6,2.6,0.32,"Graduate"
"Single","2nd phase - general contingent",1,"Animation and Multimedia Design","daytime","Secondary education",133,"Portuguese",1,1,"Farmers and Skilled Workers in Agriculture, Fisheries and Forestry","Skilled Workers in Industry, Construction and Craftsmen",134.8,1,0,0,1,0,0,18,0,"0","0","0","0",0,"0","0","0","0","0",0,"0",12.4,0.5,1.79,"Enrolled"
"Single","1st phase - general contingent",1,"Management","daytime","Secondary education",135,"Portuguese",1,38,"Personal Services, Security and Safety Workers and Sellers","Personal Services, Security and Safety Workers and Sellers",122.4,0,0,1,1,0,0,19,0,"0","5","10","5",10.875,"0","0","5","8","4",12.4,"0",13.9,-0.3,0.79,"Graduate"
"Single","1st phase - general contingent",1,"Management","daytime","Secondary education",122,"Portuguese",37,37,"Unskilled Workers","Skilled Workers in Industry, Construction and Craftsmen",120.6,1,0,0,1,0,1,19,0,"0","5","5","5",12.8,"0","0","5","8","5",11.6,"0",9.4,-0.8,-3.12,"Graduate"
"Single","2nd phase - general contingent",3,"Social Service","daytime","Secondary education",118,"Portuguese",1,19,"Administrative staff","Armed Forces Professions",112.4,1,0,0,1,0,0,19,0,"0","6","10","5",11.2857142857143,"0","0","6","7","0",0,"0",16.2,0.3,-0.92,"Dropout"
"Single","2nd phase - general contingent",2,"Nursing","daytime","Secondary education",131,"Portuguese",38,1,"Personal Services, Security and Safety Workers and Sellers","Skilled Workers in Industry, Construction and Craftsmen",118.4,1,0,0,1,0,1,20,0,"0","7","9","6",13.7666666666667,"0","0","8","9","8",13.7444444444444,"0",16.2,0.3,-0.92,"Dropout"
"Single","1st phase - general contingent",3,"Nursing","daytime","Secondary education",139,"Portuguese",18,18,"Representatives of the Legislative Power and Executive Bodies, Directors, Directors and Executive Managers","Representatives of the Legislative Power and Executive Bodies, Directors, Directors and Executive Managers",130.8,1,0,0,0,0,0,18,0,"0","8","9","6",12.7583333333333,"1","0","8","9","6",12.7583333333333,"1",9.4,-0.8,-3.12,"Dropout"
"Single","1st phase - general contingent",1,"Social Service","daytime","Secondary education",142,"Portuguese",1,37,"Personal Services, Security and Safety Workers and Sellers","Skilled Workers in Industry, Construction and Craftsmen",128,0,0,0,1,0,1,19,0,"0","6","8","6",12.25,"0","0","6","8","6",12,"0",16.2,0.3,-0.92,"Graduate"
"Single","1st phase - general contingent",2,"Management","daytime","Secondary education",119,"Portuguese",19,37,"Administrative staff","Personal Services, Security and Safety Workers and Sellers",113.8,1,0,0,1,0,0,20,0,"0","5","8","3",11.3333333333333,"0","0","5","8","5",12.2,"0",7.6,2.6,0.32,"Graduate"
"Single","1st phase - general contingent",3,"Nursing","daytime","Secondary education",150,"Portuguese",19,38,"Representatives of the Legislative Power and Executive Bodies, Directors, Directors and Executive Managers","Representatives of the Legislative Power and Executive Bodies, Directors, Directors and Executive Managers",130.8,1,0,0,1,0,0,18,0,"0","8","8","7",13.6142857142857,"0","0","8","8","7",13.6142857142857,"0",12.7,3.7,-1.7,"Graduate"
"Single","Over 23 years old",1,"Tourism","daytime","Secondary education",133.1,"Portuguese",19,1,"Administrative staff","Representatives of the Legislative Power and Executive Bodies, Directors, Directors and Executive Managers",101,0,0,1,1,0,0,25,0,"0","6","6","0",0,"0","0","6","6","0",0,"0",15.5,2.8,-4.06,"Dropout"
"Single","2nd phase - general contingent",5,"Communication Design","daytime","Secondary education",131,"Portuguese",37,37,"Unskilled Workers","Unskilled Workers",126.1,1,0,0,0,0,0,18,0,"0","6","9","4",11.5,"1","0","6","6","6",12.1666666666667,"0",7.6,2.6,0.32,"Graduate"
"Single","1st phase - general contingent",5,"Journalism and Communication","daytime","Secondary education",118,"Portuguese",38,19,"Unskilled Workers","Unskilled Workers",113.8,1,0,0,1,0,0,19,0,"0","6","7","6",12.3333333333333,"0","0","6","7","6",12.5,"0",8.9,1.4,3.51,"Graduate"
"Single","2nd phase - general contingent",2,"Oral Hygiene","daytime","Secondary education",122,"Portuguese",19,38,"Administrative staff","Installation and Machine Operators and Assembly Workers",118.3,1,0,0,1,0,1,19,0,"0","7","7","7",11.9714285714286,"0","0","8","8","8",14.4375,"0",15.5,2.8,-4.06,"Graduate"
